bRanch#81,127.0.0.1,Released,1
bRanch#81,UNKNOWN,Allocated,1
bRanch#81,127.0.0.1,Released,1
bRanch#81,UNKNOWN,Allocated,1
bRanch#81,127.0.0.1,Released,1
bRanch#81,UNKNOWN,Allocated,1
bRanch#81,127.0.0.1,Released,1
bRanch#81,UNKNOWN,Allocated,1
bRanch#81,127.0.0.1,Released,1
bRanch#81,UNKNOWN,Allocated,1
bRanch#81,127.0.0.1,Released,1
bRanch#81,UNKNOWN,Allocated,1
bRanch#81,127.0.0.1,Released,1
bRanch#35,127.0.0.1,Allocated,1
bRanch#35,127.0.0.1,Queued,1
bRanch#35,127.0.0.1,Released,1
bRanch#35,UNKNOWN,Allocated,1
bRanch#46,127.0.0.1,Queued,1
bRanch#35,127.0.0.1,Released,1
bRanch#46,UNKNOWN,Allocated,1
bRanch#46,127.0.0.1,Queued,2
bRanch#46,127.0.0.1,Queued,2
bRanch#35,127.0.0.1,Queued,1
bRanch#35,127.0.0.1,Queued,1
bRanch#35,127.0.0.1,Queued,1
bRanch#51,127.0.0.1,Queued,1
bRanch#51,127.0.0.1,Queued,1
bRanch#51,127.0.0.1,Queued,2
bRanch#51,127.0.0.1,Queued,2
bRanch#51,127.0.0.1,Queued,2
bRanch#12,127.0.0.1,Queued,1
bRanch#12,127.0.0.1,Queued,2
bRanch#77,127.0.0.1,Allocated,1
bRanch#77,127.0.0.1,Allocated,2
bRanch#77,127.0.0.1,Released,1
bRanch#77,127.0.0.1,Released,2
bRanch#86,127.0.0.1,Allocated,1
bRanch#95,127.0.0.1,Queued,1
bRanch#86,127.0.0.1,Released,1
bRanch#95,UNKNOWN,Allocated,1
bRanch#93,127.0.0.1,Queued,1
bRanch#75,127.0.0.1,Queued,1
bRanch#75,127.0.0.1,Allocated,2
bRanch#93,127.0.0.1,Queued,2
bRanch#80,127.0.0.1,Queued,1
bRanch#80,127.0.0.1,Queued,2
bRanch#70,127.0.0.1,Queued,1
bRanch#82,127.0.0.1,Allocated,1
bRanch#82,127.0.0.1,Allocated,2
bRanch#82,127.0.0.1,Released,1
bRanch#82,127.0.0.1,Released,2
bRanch#13,127.0.0.1,Allocated,1
bRanch#13,127.0.0.1,Released,1
bRanch#94,127.0.0.1,Allocated,1
bRanch#94,127.0.0.1,Released,1
bRanch#94,127.0.0.1,Allocated,2
bRanch#94,127.0.0.1,Released,2
bRanch#33,127.0.0.1,Allocated,1
bRanch#19,127.0.0.1,Queued,1
bRanch#33,127.0.0.1,Released,1
bRanch#19,UNKNOWN,Allocated,1
bRanch#19,127.0.0.1,Allocated,2
bRanch#57,127.0.0.1,Allocated,1
bRanch#94,127.0.0.1,Queued,1
bRanch#57,127.0.0.1,Released,1
bRanch#94,UNKNOWN,Allocated,1
bRanch#94,127.0.0.1,Allocated,2
bRanch#94,127.0.0.1,Released,2
bRanch#26,127.0.0.1,Allocated,1
bRanch#13,127.0.0.1,Queued,1
bRanch#26,127.0.0.1,Released,1
bRanch#13,UNKNOWN,Allocated,1
bRanch#59,127.0.0.1,Allocated,1
bRanch#59,127.0.0.1,Released,1
bRanch#59,127.0.0.1,Allocated,2
bRanch#59,127.0.0.1,Released,2
bRanch#90,127.0.0.1,Allocated,1
bRanch#59,127.0.0.1,Queued,1
bRanch#90,127.0.0.1,Released,1
bRanch#59,UNKNOWN,Allocated,1
bRanch#90,127.0.0.1,Queued,1
bRanch#90,127.0.0.1,Allocated,2
bRanch#90,127.0.0.1,Released,2
bRanch#59,127.0.0.1,Allocated,2
bRanch#59,127.0.0.1,Released,2
bRanch#90,127.0.0.1,Allocated,2
bRanch#59,127.0.0.1,Queued,2
bRanch#90,127.0.0.1,Released,2
bRanch#59,UNKNOWN,Allocated,2
bRanch#74,127.0.0.1,Allocated,1
bRanch#97,127.0.0.1,Queued,1
bRanch#74,127.0.0.1,Released,1
bRanch#97,UNKNOWN,Allocated,1
bRanch#74,127.0.0.1,Queued,1
bRanch#74,127.0.0.1,Allocated,2
bRanch#74,127.0.0.1,Released,2
bRanch#74,127.0.0.1,Allocated,2
bRanch#74,127.0.0.1,Released,2
bRanch#74,127.0.0.1,Allocated,2
bRanch#74,127.0.0.1,Released,2
bRanch#74,127.0.0.1,Allocated,2
bRanch#74,127.0.0.1,Released,2
bRanch#74,127.0.0.1,Allocated,2
bRanch#74,127.0.0.1,Released,2
Branch1,null,Granted,1
Branch1,null,Released,1
Branch1,null,Granted,2
Branch1,null,Released,2
Branch1,null,Granted,123
Branch1,null,Released,123
Branch1,null,Granted,1
Branch1,null,Queued,1
Branch1,null,Released,1
Branch1,null,Granted,1
Branch1,null,Queued,1
Branch1,null,Released,1
Branch1,null,Granted,1
Branch1,null,Released,1
Branch1,null,Granted,2
Branch1,null,Released,2
Branch1,null,Granted,2
Branch1,null,Queued,2
Branch1,null,Released,2
Branch1,null,Granted,2
Branch1,null,Queued,2
Branch1,null,Released,2
Branch1,null,Granted,2
Branch1,null,Granted,333
Branch1,null,Queued,333
Branch1,null,Released,333
Branch1,null,Granted,333
Branch1,null,Released,333
Branch372,null,Granted,1
Branch372,null,Queued,1
Branch372,null,Released,1
Branch372,null,Granted,1
Branch372,null,Queued,1
Branch372,null,Released,1
Branch372,null,Granted,1
Branch372,null,Released,1
Branch372,null,Granted,1
Branch372,null,Granted,2
